tag,Q,A,src
talk,진짜 외모적 이상형이 계속 기억에 남음,"근데 느껴본결과 ㅋㅋ 외모가 전부는 아니더라구요 대화, 생활패턴 이런게 넘 중요하게됨",fmkorea
breakup,사랑하지만 헤어진다는게 첨으로 이해가 된다,사랑으로 모든 상황을 이겨내기란 어렵죠,fmkorea
talk,와이프랑 첫 데이트가,늦게 와도 되는 외모셨나보네요,fmkorea
breakup,3년정도 사귀고 이별했던여친 마지막 만나고 끝낼려고합니다,화이팅하세요 저도 3일찬데 얼굴 볼생각이라니,fmkorea
talk,만약 사귀던 때로 돌아가서 한 마디를 해줄 수 있으면,돌아가면 비트코인 사라구 ~ ㅋㅋ,fmkorea
talk,헤어지고 한달내로 바로 사귀는건 진짜 능력같음,환승?,fmkorea
talk,카톡 한달 무료 이모티콘 유용하게 써봄,어디서받니,fmkorea
talk,야야 이거 고백각임???,승전보 울려라,fmkorea
talk,이번주에 헌팅 두번 했는데,서류는 잘통과하시는데 좀더해보시죠,fmkorea
talk,님들은 후폭풍 몇번 오셨나요,여잔데 헤어진지 3개월 넘음 근데 처음보단 아주 많이 괜찮아졌음 여자는 서서히 괜찮아질때쯤 남자는 그때부터 후폭풍온다는 말이 어느정도는 맞는듯,fmkorea
breakup,여친이 헤어지자고 하고 차단,힘들겠지만 마음 정리하고 계셔요,fmkorea
breakup,헤어지고 5일뒤 연락했습니다,ㅇㅇ 긍정적이네 어케될진 모르겠지만 화이팅,fmkorea
question,천안 데이트코스 추천좀 ㅠㅠ,신세계백화점 ㄱㄱ,fmkorea
talk,연애하면 좋은점,행복해,fmkorea
talk,차였던 전여친 한테 전화왔음,미련남아서 연락한것 같음,fmkorea
question,오늘 캐시미어 코트 입어도 될 날씨인가요?,네 쌉가능,fmkorea
talk,커플링 견적받고 주문 넣었음,오 일단 내눈엔 이쁨,fmkorea
talk,머리 펌하면 당일에 냄새 많이남??,엄청 심하게 나고 펌은 하고 직후보다 몇일 지난후가 훨 예쁨,fmkorea
talk,나만 이런 생각드나 이게 여자친구를 덜 사랑해서 그런가 싶은데,이건 성향 차이지 사랑이랑은 관련이 없는듯,fmkorea
talk,선톡왔으면 일단 가능성은 있겠지?,일단 난 맘없어도 심심하면 선연락함,fmkorea
talk,고민 좀 해보다 연락처 삭제하고 인팔 취소만 했습니다 ㅎ,굳이 팔로우는 왜취소하나요 ?,fmkorea
talk,노래방이나 갈까 간만에,솔코노 존잼,fmkorea
question,님들은 새벽까지 술먹고 여사친 집에대려다줌?,심심하면 그럴듯? 운동하고싶다거나 걷고싶다거나 대화하고싶다면,fmkorea
talk,친구가 롱디 고민하던데,고민할것도 없는데 절대 안됨,fmkorea
talk,노래 취향이 마이너해서 부끄러울 때가 있음,비틀즈가 왜 마이너임,fmkorea
datecourse,에버랜드 2일권으로 이틀동안 갈만한가요?,둘다 놀이공원에 환장한게 아니라면 좀 낭비아닐까여,fmkorea
talk,단톡방에서 프사랑 이름 다 똑같이 바꾸는거 이해가 가는 장난임?,ㅋㅋㅋ 이해 하는건 사람 나름이긴 하겠지만 본인이 기분 나쁘다면 안하는게 맞긴 해,fmkorea
talk,아 또 많이 먹어버렸네 데이트하면 이게 안좋다니까,다 그렇지머 음식잎에서 별수없음 ㅋ,fmkorea
question,서로 아직 사랑하는데 이별하는게 가능하다 보세요?,럴수있지,fmkorea
talk,여자는 확실히 오래 만날수록 불붙는 듯,좋을 때다~,fmkorea
breakup,2년사귄 여친이랑 깨졌습니다,힘내세요!! 더 좋은 인연 만나실 거예요,fmkorea
talk,나는 이성볼때,그럴수있지 자기관리의 영역이니,fmkorea
talk,연애 시작하면 대부분 연인프사로 바꿈?,바꿔봤는데 정말 결혼할거 아니면 티 안내는게 낫다,fmkorea
talk,갑자기 생각나서 전여친 인스타 검색했는데 차단당한거 같다,생각보다 좀 그럼 그거 괜히 싱숭생숭하고,fmkorea
talk,확실히 인기도 생즉사 사즉생이다,원래 사람이 꼬일 때가 있는 법,fmkorea
talk,여친만나고 변한점,"저도 많이 무뚝뚝하고 잘 안웃는 성격이엇는데, 좀 부드러워지고 많이 웃는다고 밝아져서 좋아보인다는 소리 들엇엇는ㅎㅎ금은 크흠",fmkorea
talk,간호사 번호 따는건 좀 그런가요??,ㄴㄴ ㄱㅊ,fmkorea
breakup,여자친구와 나와 이별을 하게된 가장 큰 이유,취미로 치부하기엔 굉장했네,fmkorea
question,소개팅 에프터까지 하고 쫑,주선자가 좀 이상한디ㅋㅋ,fmkorea
breakup,어제 헤어졌습니다 제가 이별통보를 했어요,헤어지센,fmkorea
question,어플 원래 이리 빡세냐,거긴 극소수만 독점하는 형태임,fmkorea
talk,전여친이 찍어준 사진을 까먹고있었다,전여친사진도아니고 찍어준 내사진인데 문제될게있나요,fmkorea
talk,빼빼로도 줬고 크리스마스가 관건이네,이번주 일정없냐고 하지 왜굳이 크리스마스까지 참아,fmkorea
talk,원데이 클래스 왤케 비싸냐?,엌 개비싸네,fmkorea
breakup,헤어진지 한달이 넘었는데도 하루하루가 지옥같아,누가 헤어지자 했는데요?,fmkorea
talk,환승연애2 제가 이상한건가요?,안봄 ㅠ 어디서봄?,fmkorea
breakup,이별후 7개월,힘내십쇼!! 인연이 찾아 올거에요!!,fmkorea
talk,오랜만에 30일 넘게 사귀고 있다,1년도 넘겨보자,fmkorea
talk,군대 진짜 우울증 올거 같다,어쩔 수 없는 시대의흐름,fmkorea
talk,스타일이 중요한가요?,? 신경쓰지 마세요 자기 스타일 있는건데,fmkorea
question,보통 연애할려면 어디서 만나나요?,대학교 친구들 없음? 알바도 있고 뭐 많지 그 나이 때는,fmkorea
talk,님들 넷플 너의 모든 것 꼭 보셈,여주 이뻐서 계속 봤었는데 시즌3 나왔나보군요,fmkorea
datecourse,여름에 놀러갈 곳 있을까요?,여름엔 실내가 좋긴한데 잠실에서 놀다가 석촌호수 한바퀴 돌고오기 어때욤,fmkorea
talk,약속 너무 많은사람은 이제 못만나겠다,친구 만나느라 한달내내 놀러댕기는거 본적있는데  정뚝떨임 ㅋㅋㅋㅋ,fmkorea
talk,벚꽃 보러가고싶다 주말이 절정일것 같은데,먼저 연락 ㄱㄱ,fmkorea
talk,단골가게 사장님이 소개팅 시켜준다함,잘되라~,fmkorea
talk,시간이 점점 지날수록 흑역사처럼 느껴짐 ㅋㅋ,그렇게 미쳐서 잡아본것도 좋은추억 경험이라고 생각합니다 힘내십쇼 !,fmkorea
talk,왜 이쁜여자 매력녀는 남친이 다 있는겨? ㅠ,당연한거아님?ㅋㅋㅋ 괜찮은 남자들도 다 여친 이미 있던데?,fmkorea
talk,전여자친구랑 진짜 끝냈습니다,집 사정이 뭐길래 결혼을 못하는 상황인지 말해주실 수 있나요?,fmkorea
talk,나이 먹을수록 사회성이 퇴화되어가는데 이거 괜찮나?,나도 너랑 비슷해 얼굴은 잘생겼는데 관계를 회피하는 성향이 있어서 주변에 남은 사람이 별로 없음 외로움에 익숙해 져야 되는데 그게 쉬운게 아니더라,fmkorea
talk,장난꾸러기 남자친구한테 할 장난 추천좀요,아뇽 하지마여 진짜 놀라서 화낼수도잇슴,fmkorea
breakup,4년간의 연애가 끝났습니다,#화자#분 힘내세요 응원해요 진심으로,fmkorea
talk,한두달 후에 미국가는데 너무 떨린다,하와이 남방 셔츠 입고가면 프리패스,fmkorea
talk,13주년이 넘었네요,오우야,fmkorea
question,원래 헤어지자는 말을 톡으로 하고 다신 안만남?,케바케 아닐까요,fmkorea
talk,호감 표시 기준이 멀까,ㅠㅠ 몰루,fmkorea
question,데이트하면 체력소모가 너무 심함,운동하시죠 체력기르는수밖에없음 ㅋㅋㅋ,fmkorea
talk,결혼 늦게 한다고 하니까 태클 마니들어오네,그게 바로 접니다마흔하,fmkorea
talk,근데 자기관리도 중요한데 말잘하는게 더 효과좋은듯,것도 사람 만나서 관계함으로 사회성이 길러지는거라,fmkorea
breakup,헤어지고 커플 프사 안내림,정리하는데 시간 좀 걸리는 애들이 있음,fmkorea
datecourse,솔직히 대전 씹노잼인데 성심당 말고 볼 거 있긴 함?,한화 이글스?,fmkorea
talk,부모님이 아파트 살 돈 모아주셨는데도 너무 원망스럽다,후 이게뭐랄까 어린시절이 참 중요한것인데 행복한기억하나도없고 어른되서 돈있어봤자 제대로쓸줄 모르고안타깝다ㅜㄷㆍ,fmkorea
talk,헤어진지 일주일 너무 힘드네요,어떤 단점이 이별을 결정하게 되었나요,fmkorea
talk,어무니랑 오마카세 갈려는데 어디가야함?,잘모르지만 가격은 인당 얼마?,fmkorea
question,이제 크리스마스 이브 식당예약 할라면 될까?,"24일 여기,,근처에 뭐 있나 잘 뒤져봐 캐치테이블이랑 네이버예약으루라도 익선동쪽은 미어터질꺼야 아마도",fmkorea
talk,혼자 유럽 오니 전 여친이랑 왜 싸웠나 싶네,여행할땐 서로 배려를 해야 안싸우는거같더라구요,fmkorea
breakup,환승녀 두달도 안된 남친이랑 해외여행 가네여 ㅋㅋㅋ,쓰레기 수거해줘서 고맙다고 생각해,fmkorea
talk,부모님 퇴직하실때까지도 결혼 못하는 것도 불효인가?,사실 집에서 한명 정도는 가주는게 좋긴 하지,fmkorea
talk,항상 헤어지고 나면,후회를 양분 삼아 더 성장할 수 있을거에요 응원합니다,fmkorea
talk,취미가 게임이여 하면 사실 할말이 없잖아 ㅋㅋ,주말 아침에 조축 가고요 저녁에 야구해요,fmkorea
question,연X 지금 떡볶이 코트 사기에 늦었나요?,사서 겨울에입으면 되죵,fmkorea
talk,다들 발렌타인데이 선물 받은거 어떻게 했어요?,못받았는데요,fmkorea
datecourse,10시에 알바 마치고 데이트 추천좀,심야영화,fmkorea
question,보통 번따하면 얼마나 있다가 연락옴??,번호 주고 연락올 확률 번호 따고 답장 올 확률 반도 안된는거 같음,fmkorea
talk,탐탐 고구마프레즐,탐탐은 고구마 프레즐이 맞지,fmkorea
breakup,군대때문에 헤어졌어요,많이 힘드시겠어요 ㅠㅠ,fmkorea
talk,연애를 하면 3달을 못넘기는 병에 걸림,그쯤하는 행동이 뭔가 문제가 있는듯,fmkorea
talk,님들은 데이트할때 뭐함?,체육관 가서 배드민턴 같이 쳐요,fmkorea
talk,같이 썸있던 여자애가 자꾸 게시글 올리는거보면 나 의식하는 느낌임,아니 관심있으면 자기가 연락하겠지 과몰입 금지,fmkorea
talk,뭘해도 전여친 생각나네,난 더 이쁜미녀랑 썸타게되면 금방 잊어지던데?,fmkorea
question,MBTI 과몰입이긴한데 극도의 ST는 각박한듯,NT인 내가바도 ST는 로봇가타,fmkorea
question,여친이 술마시고 담날 들어오면 그만하는개 맞지?,ㅎㅎ 손절,fmkorea
talk,소개팅 몇프터까지 해보셨나요?,10번만나본적도있음,fmkorea
question,제가 눈이 좀 높아진거 같네요 ㅋㅋ ㅠ,그렇게 솔로로 산다,fmkorea
talk,요즘 사는게 재미가읎는듯,꽤 대부분이 그런 인생 아니겠습니까 허허,fmkorea
talk,곧 일주년인데,흐미 부럽다,fmkorea
question,립밤 어떤것들 바르세요?,유리아쥬,fmkorea
question,금요일날 소개팅하고 어제 카톡 터졌는데 답장없으면 까인거겠지?,넹 아마 복구되고 다시 읽어야 1사라진거라 확실하게 읽은건 맞는듯,fmkorea
breakup,카톡 차단확인,카톡프사 눌러서 오른쪽 위에 버튼 없으면 차단임,fmkorea
question,사내연애인데 전남친과 재회 가능할까요?,보통 다시 만나고프면 헤어진 이유를 오래 되새겨봐야하거든요 노력에 따라 달라질 수도 있는 문제라?하지만 저런 사유면 상대방분이 맘이 오히려 잘 안열릴 거 같은데요,fmkorea
talk,"난 결혼하긴 그른 듯,,ㅎㅎ",오 저도 마지막연애가 5년전인데 ㅋㅋㅋ 근데 전 안한게아니라 못한ㅠ흑,fmkorea
talk,호감있는 누나가 롯데월드 가고싶은데 갈 사람이 없다고 갠톡으로 칭얼대면,나도 놀이공원 좋아히능데! ㄱㄱ,fmkorea
breakup,환승당했네요,힘내세요 여러모로 열받으시겠네요 에효 ㅠㅠ,fmkorea
breakup,후회없이 노력했으면 미련이 안남음,미련없는지 어캐알아여ㅠ,fmkorea
question,선생님들 인사동이나 안국역이나 익선동 근처에 소고기먹을곳 잇습니까,구이? 스테끼?,fmkorea
question,소개팅 후에 3일 연속 만나자는건 좀 성급해 보이지 ??,주에 한번 정도로 해야지 3일연속은 부담스럽지 않을까 상대 맘 확인된게 아니면은,fmkorea
datecourse,다들 휴가 어디로 가시나요,저는 여친이랑 경주 갈것같습니다 2박3일,fmkorea
talk,다들 추천해서 눈썹문신 예약했당,자연스럽게 해줄거임 꽤 아프다는것 염두할것,fmkorea
talk,"아 우리 여직원 또 코로나 걸림 ㅡ,,ㅡ",화이팅해라,fmkorea
talk,놀러 가고 싶은 곳들은 많은데 차가 없으니깐 못 가겠음,요즘 소카 이런거 잘되어있잖아,fmkorea
talk,왜 맨날 같은 티 입냐,프리사이즈긴함,fmkorea
talk,정신이 건강하고 성숙한 사람을 만나니까 행복하다,예쁨?,fmkorea
talk,담배 필까?,놉 차라리 술마시세여,fmkorea
talk,크리스마스때보는 것보다 다른 날에 보는게좋당,ㅇㅈ 분위기즐기고 당일은 오붓하게 둘이서 노는게 굿,fmkorea
question,여자친구가 이별통보했는데요,"상황이 그런거니까,,,그냥 서로의 앞날을  빌어주면서 헤어지는 게 나은듯?",fmkorea
talk,차가 연애시작에 있어서 필살기긴함,이거 보고 차부터 사기로 마음 먹었다,fmkorea
talk,진중하다는 말이 좋은 의미로 말해준거겠죠?,너무가 들어가면 칭찬은 아닌듯,fmkorea
talk,결혼은 진짜 돈이네요,무소유 입니다,fmkorea
question,연애X 님들은 지인들한테 생일선물 기프티콘 챙겨줌 ?,가까운 지인이면ㅇㅇ,fmkorea
talk,연애하고싶다,유캔두잇!!,fmkorea
talk,본인 기준을 강요하지 않는 사람이 좋음,술먹는건 존중하는데 토할때까지 먹지마라는것도 강요에 들어가나요,fmkorea
talk,기분이 행동에 티좀 안났으면 좋겟다,감정이 태도가 되지 않으려면 경험이 많아야한다는거 밖에 ㅠㅠ,fmkorea
question,카톡 터지기전에 보낸 연락,서버가 터졌으니 읽어도 확인을 못 하죠?,fmkorea
talk,수영동아리는 좀 별로인가요?,보통 수영동아리는 동네아주머니들 많단 얘기들었는ㄱㅊ듯??,fmkorea
breakup,헤어진지 한달하고도 보름입니다,ㅠㅠㅠ,fmkorea
question,그냥 넌지리 식으로 나 너 좋아하나봐 이렇게 말하면 어케 반응하시나유?,그럴만하지 솔직히 내가 너무 매력적이긴 함ㅋㅋ 이러면서 자뻑,fmkorea
question,갑자기 너무 이뻐보이는 여자한테 어떻게 다가가면 좋음?,인스타 맞팔하고 디엠해 그럼,fmkorea
talk,연애는 시작 전 설렘이 전부임,지금도 설레시나요,fmkorea
talk,전여친이랑 맥주 한 잔 했네요,뭔가 먹먹하네,fmkorea
talk,밖에서 사람과 대화하면 에너지 소모 크신 분들?,저도 잇프제고 저도 그래요,fmkorea
talk,요즘 자존감 상승해서 본인 고점인거 같은데,나도인데 인연이 있겠죠!,fmkorea
talk,대학교 ot랑 신입생환영회는 정장에 구두 이렇게 풀로 맞춰입고가야한다 알았냐?,라떼는 교복입고 갔었는데 언제 세상 좋아졌네? ㅎㅎ,fmkorea
talk,콩깍지가 벗겨지면서 성적매력이 떨어진 애인이면 헤어지나요?,사랑이 식은거라고 봄 헤어지는게 맞음,fmkorea
talk,드라마 사운드트랙 개달달하네,재밌긴해ㅋㅋ,fmkorea
question,곧 4년되는 여자친구 선물 추천좀 해주세용,목도리에 니트?,fmkorea
breakup,4년만난 여자친구랑 헤어졌습니다,진짜 연락 오겠지 오겠지 이런 마음 가지면 더 힘든데 그런 마음을 안 가질 수가 없는게 더 짜증남,fmkorea
talk,나보다 겜 잘하는 여친!! 자존심 상한다 VS 아무렇지도 않다,ㄱㅊ은데 솔직히,fmkorea
talk,저번에 여친이랑 사주 보고 왔는데 궁합점수 80점이래,겨론각,fmkorea
talk,첫만남때 쌩얼보여줄정도면 아예 관심없단거지?,난 와이프 첨 만났을 때 코파는 것도 봤는딩,fmkorea
talk,남성호르몬 검사 받아봐야겠다,얼마에요??,fmkorea
question,살면서 여자한테 귀엽다는 말 처음 듣는데 설레네요,세상에 날 남자로 봐주는 여자가 한명쯤은 있을 거에요,fmkorea
datecourse,학원후배랑 일요일에 데이트한다,국룰 파스타 ㄱㄱ,fmkorea
talk,오늘 꼭 고백 성공하고 오겠습니다,얼굴준비는요?!,fmkorea
talk,키 162인 친구 연애함,키 작은 편인데도 연애해서 부럽누?,fmkorea
talk,썸을 타본게 너무 오래됐다,저는 졸업학기에 17학번 신입생 사귄거 이후로 연애가 없음 ㅋㅋ,fmkorea
question,님들 사진 다 드라이브에 업로드 하심?,외장하드!,fmkorea
talk,혹시 인스타그램 하시는 분 계신가요 이거 왜 이렇게 바뀐건가요,나 얼마전까지 저랬는데 다시 원래대로 돌아옴,fmkorea
question,여사친 만들어보고 싶다,알바 ㄱ,fmkorea
talk,뭔 일이 있었던 거ㅋㅋ,두명은 봤는데 두명은 못봐서 궁금ㅋㅋ,fmkorea
talk,이거 무슨 꽃인지 아시는 분 계신가요?,찾아보니 산꿩의다리 라는 꽃이네요,fmkorea
question,여자세명있는 카톡에서 말 많이 해 말아,적당히 ㄱㄱ,fmkorea
talk,헤어지고 두달 다돼간다,맞아요 진짜 시간이 약,fmkorea
datecourse,하남 스포츠몬스터 주말이나 휴일 이용해보신분,별로 안 길어여 인기 코스 빼곤 기다리는거 거의 없을듯?,fmkorea
talk,스펙 이야기 그만해 이놈덜아!!,스펙이 됨됨이에 도움됨,fmkorea
talk,좋아하는분한테 내가 코로나 옮긴듯 한데,아닐걸,fmkorea
breakup,헤어진지 이틀째,아고ㅠㅠ힘내라ㅠㅠ시간이시간이 지나야,fmkorea
question,운전기사행이네 내일,우앙 드라이브다,fmkorea
breakup,나도 헤어졌어,쿨한편이니 다른이성 꼭 생길거같네요,fmkorea
talk,아 전여친한테 연락왔네 ㅋㅋㅋ,차단안했음?,fmkorea
talk,빨리 미래가 왓으면 좋겟다,안드로이드도 인격체입니다 존중해주세요,fmkorea
talk,모솔은 아닌데 연애하기 힘듬,그냥 인연이아닌거임,fmkorea
talk,카톡하는데 답장이 늦는거 같아요?,늦을만하네요,fmkorea
datecourse,성수동 vs 이태원 vs 서촌,저는 서촌!,fmkorea
talk,짝녀 진짜 착하기는 하다 ㅋㅋㅋ,착함 순수 그자체당,fmkorea
talk,여친 향수 선물은 그냥 쓰던 거 해주는게 제일 낫나??,"쓰던걸 사주는 건 안전하고, 다른 향을 사주면서 지금 쓰는 향도 좋은데 내가 이 향을 좋아해서 가끔 나 만날 때 이 향도 뿌려주면 안되냐고 하면서 선물해줘도 좋아요",fmkorea
question,내가 좋아하는 사람 VS 나를 좋아하는 사람,고민되는데 그래도 전자,fmkorea
talk,굿모닝,하이염,fmkorea
question,그래도 여사친들 있는 정도면 괜찮은거 아닐까?,뭐가 괜찮아요,fmkorea
talk,편의점 알바 번호 많이 따는편임?,본인 언제부턴가 알바는 번호 안 땀,fmkorea
talk,진짜 자존감 채우긴 운동이 좋긴 좋음,나 필라테스 맨몸운동으로 일주일에 2번 1시간만 하는데도 효과 좋음,fmkorea
talk,헤어지면 좋은 기억이 많이 남나?,이게 사람마다 다른거같음 저는 결국엔 좋은 기억만 남음,fmkorea
talk,사람감정은 하루에도 수십번 바뀝니다,옳은 말씀이시네요 사람이란 게 참 나약해서 돌아서기만 해도 바뀌는 게 마음인 것 같아요 그럴수록 심지 있는 가치관을 가지고 그대로 행동하는 게 멋진 마음가짐이라고 생각해요,fmkorea
question,어른들이 잘생겻다 그러면 잘생긴거임?,적어도 어른들도 못생겼다 하는것보단 나음,fmkorea
talk,애플워치 se1 se2 결정장애;,1고고,fmkorea
talk,와씨 소개팅 두개하고 두개 동시에 애프터 잡는데 힘들다,소개팅은 책임감이고 바람은 자기욕망이니까,fmkorea
talk,결혼 D-8입니다,오우 ㅊㅋㅊㅋ,fmkorea
breakup,헤어지고 친구로 지내는중인데,시험때문에 헤어지신건가요 차이신분이 더 마음쓰시네 마무리 잘하시고 악몽그만 꾸시길바랍니다 화이팅,fmkorea
question,번호 남긴쪽지남겼는데 저장만하고 연락이없어ㅠㅠ,"프사보고 걍 도망,,? 나도 그런적있음ㅜ 걍 인연이 아닌갑다 해야지 뭐",fmkorea
talk,이대녀 너무 고맙습니다,님이 내리셔야 되는 건 어떻게 아셨대 신기하구먼요,fmkorea
question,서울청주 장거리연애 힘듦?,사랑은 거리로 잴수없다,fmkorea
question,연애 오래 못하는  사람 특징이 뭐라고 생각하시나요?,자기부정 타인부정,fmkorea
talk,드디어 부산행이다ㅏㅏ,피로회복제도 먹고 재밌게 놀고 오시오,fmkorea
talk,난 카톡 답장 잘 안하는 편임,나도!,fmkorea
talk,결국 전화했다,하 나랑 같은 결론이네 힘내자,fmkorea
question,선물 질문드려요,애슐리 10만원권,fmkorea
talk,몸매 얼굴 다 떠나서 여자 피부 하얗고 입술이랑 입매 이쁘고 치아 이쁘면 합격인듯,좋을때군,fmkorea
question,호감표시하는법좀 알려주세요,과활동 열심히 하면서 자만추 아닌 자만추 노리는게 제일 안전할듯,fmkorea
question,형들 결혼 첫 설명절에 장모님댁에 선물 뭐드려야되요?,저희남편은 식사 사고 30 드렸던 거 같아요 지금은50이긴한데 뭐상황봐감서하심 될듯?,fmkorea
talk,160중반인데 들은말 중 기분 좋으면서도 안좋은말,그냥 흘러들으세요 저런 사람은 175가 되었다한들 이번엔 성격이 좀더 나한테 잘해줬으면~ 피부가 깨끗했으면~ 별에 별말로 다깜 ㅋㅋ,fmkorea
talk,다들 불금 기념 즐데하세오,난 주말도 못 쉼 더바쁨,fmkorea
talk,답장 텀이 너무 짧아도 부담스러움,그냥 한번 쭉 답장 안하고 니 할거 하지,fmkorea
talk,내가 예전 할로윈때 했던 코스프레,인싸 ㄷㄷ,fmkorea
talk,일하는곳 여자애가 자꾸 쳐다봄 ㅜ,호감있나봐여,fmkorea
talk,노래 잘부르는 사람이 너무 부럽다,나도 노래잘하고 싶다,fmkorea
talk,첫사랑이 안이뤄진다는게 무슨뜻인지 대충알거같음,그만큼 더 안이뤄진다는게 너무 맘아프다,fmkorea
talk,짝녀랑 데이트하고 왔는데,님은 그분한테 이성으로 본다고 표현했음?,fmkorea
question,썸녀 곧 생일인데 선물 줘야해요?,썸녀면 생일선물주면서 고백,fmkorea
talk,라면 먹고 현타 오네,쌀국수 컵라면도 먹자,fmkorea
question,"카톡텀은 늦은데, 대화는 계속 이어지게 말하는거면 뭘까요??",그냥 친구지~ 좋아하는 썸남이랑 이리저리 이야기하다가 썸남이 나 일감~ 하면 그때 심심풀이로 답해주고 하는 거지,fmkorea
question,별로 안친한 사람한테 집 어디냐고 물어보는거 실례임?,그렇게 보일수도 있는 질문같긴 함,fmkorea
talk,와 근데 나 고딩때 하던 뷰티풀 군바리가 안 끝나는동안 난 군대를 다녀왔네,나 중딩때 베도에 있던 신의탑 쿠베라도 아직까지 함 ㅋㅋ,fmkorea
breakup,헤어졌습니다,후폭풍 조심하시구요 절대 전여친에게 다시 연락하지마세용 시간이 다 해결해줄겁니다,fmkorea
talk,차이고 한달,책 읽으삼,fmkorea
datecourse,고터 카페랑 식당 추천부탁드려요!,왜 고터입니까?,fmkorea
talk,첫 만남에 호감 얻는 방법,"유머, 센스, 예의 바른 모습?",fmkorea
question,너무 친해져 버림,나도 친해진 사이에서 연인으로 넘어가는게 너무 힘들더라,fmkorea
question,집에 그냥 못있겠는데 어떡하죠,저도그래요,fmkorea
question,헤어진지 두달 짼데 연락왔다 어떡하냐,카톡?,fmkorea
talk,진짜 밥 카페 술 영화 아니면 뭐 할게 없네,원데이클래스 다녀와봐 좋아,fmkorea
datecourse,다들 내일 데이트코스가 어찌됌?,경기도라고 하면 너무 큰뎅,fmkorea
talk,남친 냄새 넘 좋음,땀냄새가 사람마다 달라서 남자친구분이 드시는게 채식 위주로 좋은거 잘 드시나봄,fmkorea
breakup,드디어 삭제했습니다,앞날이 밝기를 바라,fmkorea
question,친척형 결혼식 축의금,부모님하고는 별개로 생각하고 친하게 연락중이면 구냥 230? 아님 물건으로 남기던지,fmkorea
talk,데이트 통장 얘기,모임통장 개추,fmkorea
talk,이번엔 좀 너낌 좋음,오우 너무 좋은걸,fmkorea
talk,소개팅해서 사귀는 사람들 신기함,이런사람 저런사람 있는거지뭐 이상한건 아님,fmkorea
question,여자로 안보이는 사람에게 호감이 생길 수 있을까요,안됩니다,fmkorea
talk,일상톡 시작하는거 넘모 어렵네,오늘 점심 맛있는거 먹어서 기분좋았어요 담에 같이 먹어봐요 하면서 먹은거 찍어올리면 그게 일상톡아님?,fmkorea
breakup,크아악 미련 버리기 넘 어렵다,차단하던가 못하겠으면 sns자체를 그냥 삭제ㄱㄱ,fmkorea
talk,사랑은 늘 도망가 듣는데 눈물나네,그리움~이 쫓아~~ 사랑은 늘 도망가아 임영웅이 부른거 개좋아,fmkorea
talk,올해 운동 목표,나는 크런치 러닝 스쿼트,fmkorea
talk,"웃어볼려구 했는데 웃는게 쉽지 않네요 ㅎㅎ,,,",저랑 상황 비슷한듯저도 전여친 다시 만나고나 그럴생각 일도 옶는데 자꾸 자기비하가 무의식 중에 나와ㅎ,fmkorea
talk,저 나가고나서 다음 알바생 구하는 글 적으려는데,물어보고 하는게 나을듯???,fmkorea
question,얼마정도 선에서 돌려주는게 적절할까?,부담안되고 신경안쓰인다면 좋지,fmkorea
talk,직장생활 하다보면 40대 미혼남 많은듯,요즘은 진짜 안하는추세인듯ㅎ,fmkorea
question,"혹시 수원 조용하고 괜찮은 밥집,술집 추천 해주실 수 있나요",광교 엘리웨이요,fmkorea
breakup,헤어지러 가려구요,부족한걸 지금부터 노력해서 채울수 있는 부분이 아닌거? 그쪽도 이런 이유로 헤어지자고 하면 상처받겠다,fmkorea
talk,애프터 하기 3시간전,가즈앙~,fmkorea
talk,6월부터 7월 웬만한 호텔들은 벌써 다 예약마감이던데 진짜 다 팔린거임?,아직 예약 오픈을 안한듯,fmkorea
talk,인스타안하면 이상해보일라나,안하는게 이상한거임?,fmkorea
talk,님들 저 다이어트 동기부여 용으로 이거 배경사진으로 저장했거든,얼굴 안나온 거로 하면 좀 더 나을듯,fmkorea
question,제주도 면세점에 선물,말보루 레드,fmkorea
question,생각보다 까인 내상이 컸나봄,마저 가끔 꿈에 스트레스 엄청 받는 상황 한번 더 나올때 있음,fmkorea
talk,어제 발생한 웃긴일,세상 참 좁군ㄷㄷ 잘 지내보셔용,fmkorea
datecourse,숙박옙 추천좀해줘요,여기어때가 야놀자보다 나은듯,fmkorea
question,행임들 여자친구한테 꽃 줄때 언제 주나요?,차 있으면 만날때,fmkorea
question,장기연애 못하는게 고민,원래 100일쯤이 단기에서 장기연애로 넘어가는 관문이라고 하던데 그걸 스무스하게 넘길만한 상대를 못 찾으신듯,fmkorea
talk,휴우~ 낼부터 종강이니깐 뭐하지?,부럽다~ 학교 대충 다닌 죄로 계절학기라는 벌 받는 중,fmkorea
question,님들 주위에도 진짜 괜찮은 앤데 연애 안하는 사람 있나요?,인프피의 전형적인 모습,fmkorea
talk,여자 사람에게 장난치는거,간질간질 재밌죠 ㅎㅎ,fmkorea
breakup,에고 예전카톡보는데,연락해보세요,fmkorea
talk,걍 상대방이 선 그으면,저도 선 그으면 안 다가감 흉흉한 세상,fmkorea
talk,오늘 6년 전에 헤어진 사람 마주쳤다,마음이 소란스러운 밤이네요,fmkorea
talk,난 누가 나한테 잘보이려고 미안 이라는 말을 달고 다니면 엄청 좋아할거 같음,반면에 싫어하는사람도 많음,fmkorea
talk,메이짱이랑 연애하고 싶은데 어떡해야 하나요?,심폐지구력을 키우셈,fmkorea
