tag,Q,A,src
love,아까 애인 너무 더럽다는 #화자#인데 카톡으로 말하려하거든 기분나쁘려나,아니 충분히 말할 수 있는 거라고 생각해,instiz
couple,내가 애인이랑 안 싸우는 이유를 알게 됨ㄷㄷ,#화자# 멋지다 나도 #화자#같은 마인드로 받아들이고 배려하고 싶어져,instiz
love,나 이번주에 애인이랑 롯데월드 처음 가는데 팁이나 아무거나 알려줘 ㅠ,주말에가는거야?,instiz
love,너희들 애인이 연애 몇번 해봤는지 안 궁금해?,궁금허지 물어보삼,instiz
love,애인 다 좋은데 톡 말투가 너무 깨ㅜㅜ,말하면되지,instiz
breakup,만나서 재회 해본 #청자#들아 도와줘 나 내일 만나,근데 이미 헤어졌는데 만나는 건 다시 회복할 가치가 있으면 재회 또는 확실히 정리 두 가지 중 하나인데 헤붙을 이미 2번 해본 게 걸리네 전자쪽으로 흘렀음 좋겠다 ㅜㅜ,instiz
love,나는 사는 이유가 너였는디~,#화자#야 괜찮니,instiz
love,애인 답장 잘 하다가 랭겜 같이 하자니까 씹는다,ㅋㅌㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ랭겜 진짜 소중한가보다,instiz
oneside,10살차이 나는 사람을 좋아해,나이를 떠나서 그 사람 매력에 반한거 아닐까,instiz
love,진짜 솔직히 데이트때 김밥천국 가자고 하면 좋아?,난 김천 돈까스정식 좋아해서 가끔 가자고 하는건 괜춘 ㅋㅋ,instiz
love,나 애인이 너무너무 좋은데 어떡하지,근데 왜ㅠㅠㅠ 좋으면 좋지,instiz
love,평소에는 잘 안 하는데 좋아하는 사람 한정으로 하는 얘기 뭐있어?,나도 밥 얘기,instiz
love,"바람,환승으로 헤어진 사람들 끝이 어떻게됐어?",33ㅋㅋㅋㅋㅋㅋㅋ아직 잘 만나던데,instiz
love,애인이 친구랑 둘이놀때 왜 괜히불안하지,이성?,instiz
breakup,"생일축하한다고 연락 보냈는데 답 없네,,,ㅋㅋㅋㅋ",괜찮아~ 나두 생축한다고 보냈는데 안읽씹 당한지 일주일 됐어 ㅎㅎ,instiz
breakup,재회원하는데 안부 연락해 본 사람 있어?,나해봤어 ㅎㅎ ,instiz
breakup,지쳐서 차였는데 재회한 #청자# 있어?,나도궁금하다ㅠ,instiz
breakup,헤어지고 다들 뭐해?,게임도 하고 운동도 하고 그래서 운동중독 됨 ,instiz
oneside,깊게 좋아한건 아닌데도 애인 있다는 소리 들으니까 현타 온다,왜 없는 줄 알았어?,instiz
love,애인이 나 통해서 우리 부모님한테 선물을 보냈엉,아무 일 없는데?,instiz
love,항상 사귀면 연애가 오래 못 가,진정한 사랑을 못 찾았나바~~,instiz
love,사귀는 사이도 아닌데 사진 보고 힘낸대,니가 그 사람 안좋아하는듯,instiz
couple,일본 료칸 좀 로맨틱해?,낭만 있지,instiz
wedding,남편이 몇살 때 결혼했어?,31살,instiz
love,내 애인은 왜 나 만나면서 잘생겨지니,코콩깍지 아닐까!!,instiz
love,2년 비대면 시험 공부때문에 1년 휴학해서 22년째 솔로,나랑 완전 똑같은데 그 안에 두번 연애했어,instiz
love,뭔가 내 전연애들 다 껍데기 연애인거 같아,난 지금 하고 있는 연애도 그래 괜찮아 다음엔 진중하게 하면 되지,instiz
love,친구  친구 지인  나 이렇게 술 마셨는데 맘에 들면 번호나 인스타 아이디 바로 물어봤겠지?,친구 통해서 물어보고 해버렷,instiz
love,"이제 방 치워야지 곧 애인 오니까,,",청소하는 집이 애인집??,instiz
love,인프제 #청자#들 애인한테 빈말로 보고싶다는 말 잘해?,빈말 할 바에는 침묵하는 편이라,instiz
love,남자가 결혼해서 돈 많은데 아끼면 힘들어?,걍 적당히 쓰는게 좋음,instiz
love,생일선물로 20만원대 갖고싶은거 말하라는데 싼 금액이야?,싼건 아닌뎅,instiz
love,애인이 애교가 많아서 안설레는 #청자# 있어?,아 나도 그래 누나가 있어서 그런지 난 남동생 있거든 그래서 그냥 동생같이 느껴져서 그럴 때 확 깨,instiz
love,진짜간단한 선물 뭐있지,겨울이니까 걍 커플귀도리같은거어때,instiz
love,남자들은 여자의 어떤 행동에서 설레?,쿨하고 털털할때,instiz
breakup,주변에서 너 그런애 다신 못만난다고 해서 잡는건 너무 나쁘지,다시 만나도 마음 커질 자신 없으면 놔주렴,instiz
love,키스 어떻게 하는 거니?,음 본능적으로 하겠던데,instiz
love,난 하는 짝사랑마다 다 안돼서 이젠 다시 사랑할 수 있을까 모르겠어,그 사람이 무성애자가 아닌 이상 그 사람이 누군가와 사귀거나 결혼하는 건 자연스러운 거고 그냥 그들이 #화자# 짝이 아니었을 뿐이지 먼저 다가오는 사람을 만나보는 건 어때?,instiz
flirt,썸붕낼려구,엉 걍 질러,instiz
love,헤어지자 했는데 읽고 답이 이틀째 없거든?,생각중이거나 이미 헤어진줄 알거나 둘 중 하나,instiz
couple,날 안 좋아하는 것 같다고 느꼈던 순간있어?,그런 기분 들 때마다 솔직하게 말했어,instiz
breakup,아 한창 만났을 때 좋아했던 곡 자주 듣지 말걸,그치ㅜㅜ 그래서 나도 일부러 피해,instiz
breakup,새벽만 되면 슬퍼지니,새벽시간때에는 호르몬 불균형으로 기분이 울적할 수 있음자는게 상책,instiz
love,어떻게 하면 애인을 덜 좋아할까,만나는 거라도 횟수를 줄이고 혼자만의 시간을 보내는게,instiz
flirt,상대가 썸타는거만 좋아하는 스타일인지는 어떻게알아?,그냥 물어보는게 제일 낫지않아?,instiz
couple,나 혼자 연애중 아님? 하,상대가 연애 처음해?,instiz
flirt,썸녀가 나한테 이말 했으면 썸 끝이야?,혼자 썸타고있던거 아니야?,instiz
couple,연애할때 SNS에 시간 많이 투자하는 사람일수록 집착심할까?,아닝 내 친구 투자 오지는데 남친이랑 방목형임,instiz
love,어? 내가 얘 좋아하나? 싶은거,난 다 맞았어그냥 계속 신경 쓰이고 시선 가고 눈도 못 쳐다보겠고 그냥 볼때 부끄럽고 그랬음그래서 어나 얘 좋아하나했는데 그 이후부터 갑자기 호감 급 커지더라ㅋㅋ,instiz
love,친구들 카톡방에 데이트 보고하는 애인,헐ㅋㅋ,instiz
love,내가 좋아하는 사람이 전애인한테 미련 있는지 어떻게 알아?,그런 생각들면 안만나는게 맞아,instiz
love,인기많고 예쁜 애가 나 좋다고 하니까 기분이 이상해,#화자# 자신감을 가져ㅋㅋㅋㅋㅋ좋은 부분이 있으니까 좋아하지 않을까? 외모는 사람의 일부분일 뿐이라구 차지하는 부분은 크지만,instiz
love,ISFP들 원래 연애하는거 프사같은데 티내?,대놓고는 잘안하던데,instiz
love,날 좋아하던 애가 나 애인있는거 알면서 생일축하 문자 장문으로 왔는데 뭐라고 하지?,나같음 걍 고맙다고만 보낼듯 아닌가 근데 애인보면 화낼라나 어렵다,instiz
love,전애인 언제 잊혀지나벌써 2년째야,7년 그리워하다 이제좀 괜찮은데 아직도 생각나긴해,instiz
breakup,헤어졌는데 그때 마음아픈게 계속 생각나,해외에서 엄청 외로웠을텐데 고생 많았네 내가 보기엔 징징이도 아니고 열심히 사는 것 같은데 의지할 사람이 남친 뿐이었을텐데 ㅠㅠ 내가 다 아쉽네,instiz
flirt,썸남이 주변에서 자꾸 애인생겼냐고 물어본다는데 뭐라고 답장할까,"어맛,,, 할미 설렌다,,, 그래서 언제 생길 예정이야? 꺄",instiz
love,헤어져도 괜찮을거 같은데 괜찮지 않을거같아,우왕 나랑 비슷해 ㅋㅋㅋㅋ 난 근데 막상 만나면 예뻐예뻐 해주는데 그 하루가 지나자마자 정이 확 식더라고 다 귀찮고 만나는 것도 미루고 싶고,instiz
love,애인이 나랑노는거보다 친구들이랑 노는걸 더 좋아하는거같아,그 정도면 준수한 거 같은데 ?? 얼마나 만났길래,instiz
love,나 개인주의가 넘 심한걸까?,남한테 뭘 받는 게 부담스러워서 그만큼 뭘 해줘야 한다고 생각하는 거 아니야?,instiz
breakup,힘드니까 더 생각난다,나도 그냥 걔가 있다는 존재 자체가 힘이였어,instiz
flirt,감정의 속도가 다르다는게 어떤거야?,"난 이사람이랑 당장 손잡고 껴안고 사랑한다 말하고 싶은데, 다른 사람은 아직 손잡는것도 어렵고 천천히 알아가고 싶은 마음에 머물러 있는거",instiz
breakup,새해 인사 지금 이렇게 보내는거 오바인가,너무 늦었당,instiz
flirt,오래 타는 사람들 있자나,서로 쌍방호감이면 썸은 끝내야지 아니면 어장일 뿐이야,instiz
love,헤어져도 괜찮을것 같다는 상대와의 연애,헤어져야지 그런 말을 대놓고 하냐 참,instiz
breakup,헤어졌는데 자꾸생각나,당연히 생각나지! 마음을 떠나서 생각이 나는거 자체는 너무 당연한거야ㅜ,instiz
love,애인 버스에서 못일어나는것같은데 어떡해?,주변 카페 들어가 있는건? 문자 넣어놓고 언제까지만 기다리겠다구 해,instiz
couple,인도네시아 1년 출장 기회잇는데 애인ㅠㅠㅠㅠ,케바케지만 나라면 안감 근데 또 롱디 아무 생각없이 하는애들은 잘하더라,instiz
love,운명은 정말 있다고 생각 해,ㅋㅋㅋ없음,instiz
love,같이 자는 거 인스타에 올려?,아니 ?,instiz
love,23살 남자 21여자 당연히 여자로 보겠지?,ㅇㅇ웅,instiz
etc,공무원 7급 여자 30살도 소개팅 들어와???,여?남?,instiz
love,술 못마시거나 맥주만 마시는 #청자#들 있어?,그럼 상관 없지 않나,instiz
love,#청자#들 애인 왜좋아해?,자상하고 다정해서,instiz
love,현실적으로 결혼했는데 상대가 불륜하면 어떻게 해야돼?,애 없으면 이혼이고 애 있으면 ATM으로 쓸듯?,instiz
breakup,헤어졌는데 원래 미웠다가 다시 좋아지고 이래?,원래 시간지나면 기억 미화됨,instiz
love,얘드랑 데이트가 원래 이렇게 피곤한거니??,신경쓰여서 더 피곤해 나두,instiz
oneside,어장같아서 벗어나고 싶은데 잘 안돼 어떡하지,이기적인건 맞는데 썸녀가,instiz
love,"햐,,, 낼 신혼집 보러간당",와 부럽당,instiz
breakup,소름돋아 나 전애인한테 연락옴,타로 유튜버 누구꺼 봐?,instiz
love,애인이 내 생일때 애플워치 사줬는데 난 뭐 사줘야 할까! 비슷한 가격대로 맞추고 싶은데 ㅜㅜ,지갑?,instiz
love,#청자#들은 애인 며칠 주기로 만나??,우린 서로 약속 없으면 맨날 봐 ㅎㅎ,instiz
love,와 짝남한테 갑자기 톡옴 심쿵했여,꺄아아악 뭐라고왔어,instiz
love,"#청자#들아 내가 예민한걸까 ,,",웃긴건 막상 애인도 일하느라 바빠서 카톡잘못해 ㅠ 한시간에 두시간에 한번?,instiz
oneside,ESTJ인 여자들은 관심있으면 어떻게 행동해?,선톡은 안 하는 편인데 상대가 먼저 하면 대화를 계속 잇는 것 같아 난 관심 있으면 폭풍 질문해!,instiz
love,뚝딱이를 도와주세요! 카톡 어케 이어가지ㅠ,대화 이어나가려면 질문이 최고야 따뜻하게 입었어요? 어디 걸어요? 밥은 든든하게 먹고 걷는건가용 등등,instiz
love,"연애 한번 하고나니까 다음연애는 잘할거같음,,",나도 근거없는 자신감 생김,instiz
love,전애인이 연락온거 애인한테 말 안한게 화낼일인가??,연락 온 순간부터 차단했으면 될일 아님??,instiz
love,애인이랑 만난지 1년 됐는데 애인이 나랑 데이트한걸 추억 일기로 계속 써서 나중에 보여주면 어때?,난 너무 좋을듯 ㅠ,instiz
love,예쁜데 사친 없는 여자 있어? ,근데 그건 얼굴이랑 무관하게 성격이 중요한듯? 내친구 ㄹㅇ예쁜데 사친없어 공대다녔는데도 남자 불편하대,instiz
love,남녀 사이에 찐베프 가능? 불가능?,가능하더라 둘다 서로 자기스타일 아니면,instiz
love,애인이 아빠같은데 나한테 부성애를 느끼는 건 아니라면 뭐야,말 ㄱ대로임 자기 자식 아닌데 부성애 느끼는 게 신기,instiz
love,주변에 1000일 넘었는데 헤어진 사유가 뭐였어,마음 식어서 권태기 상대방 잘못 결혼은 아니라서 등등,instiz
love,다들 지금까지 만났던 남자들 다 #청자# 취향이랑 비슷했어?,웅 난 좋아하는 스타일이 확실해서,instiz
love,연애하면서 자기 할 일도 잘하는 팁 있을까?,나인데 연애에 의미를 두지 않음 그냥 ,instiz
love,#청자#들아 남자가 번호주고 갔는데 알바 9시에 끝나면 몇시에 연락할거야?,난 다음날 했어!,instiz
couple,애인 회식갔는데 너무 불안해ㅠ 하,회식이 한두번인가,instiz
oneside,걔를 좋아하는줄 알았는데 가지지못해서 아쉬운거였어,오 어떻게 깨달았어?,instiz
love,힘든 거 티 안내는 애인 특징이 머야?,둘 다?,instiz
love,이별할때 좋은이별VS안좋은이별,난 안좋은이별이 나아 그래야지 마음을 훌훌 털을 수 있거든 좋은 이별이면 계속 아쉽고 생각나,instiz
love,나 술마시면 애인이 다른의미로 좋아함ㅋㅋㅋ,ㅋㅋ기욥당,instiz
love,INTP들아 나 지금 일해 라는 말에 일부러 답장 안하는거 진짜야?,음 나였으면 알겠어! 하고 보냈을 것 같은데,instiz
love,꼰대같겠지만 어릴때 연애 많이 해봐,만나고싶은데 어디서 만나야할지 모르겠어,instiz
etc,"잘생긴 남자도 연애 어려운가봐,,",원래 너무 좋아하는 사람한텐 쉽게 못다가가지,instiz
love,유튜브 타로나 사주앱 믿어?,점신 초년운대로 살길래 뭐지 싶었음ㅋㅋㅋㅠ,instiz
couple,다들 크리스마스 때 뭐해?,"겨울바다 너무 좋은데? ㅠㅠㅠ 어딜가도 사람 많을 듯,,",instiz
love,헤어지고 진짜 힘든 건 나는 너무 심심하단거야,친구만나,instiz
love,커플들 보통 몇프로정도 헤어지는것같애?,85?,instiz
love,기념일 안챙기는 #청자#있어?,우리 00단위는 넘어가,instiz
love,보통 연애초엔 아무것도안해도 설레고 좋잖아,200-300일,instiz
breakup,우울하고 비참하다,남자는 다 그래,instiz
love,#(남자)청자#들아 솔직히 말하고가자 위에 두살차이 차이 좀 있다고 생각한다 아니다 뭐야??,별생각안듬,instiz
love,뚱뚱#화자# 이번주에 소개팅 5번 했어,지인 통해서 함?,instiz
love,남자인데도 상대방이 돈 써야 사랑 받는다는 느낌 이해해,너가 남자야?,instiz
etc,직업군인 남자분들은 핫걸 스타일 좋아해??,외모만 취향이면 스타일이야!,instiz
love,예쁘고 피지컬 좋고 성격 순하고 착한 여자가 연애 최고로 오래한 게 150일이면 어때보여?,본인을 그렇게 말하는 게 신기하네,instiz
love,호감인데 선톡을 안하는 사람들은 없지않아????,나 사적인걸로 절대 못 해,instiz
etc,같은 직장 이성직원분이랑 둘이 찍은 사진을 프사하는거면 사귀거 맞겟지? 그것도 사복으로?,엉 확률 높지,instiz
breakup,딱 4주됐네 헤어진지,나랑 비슷한 시기에 헤어졌나 보구나 #화자#야,instiz
breakup,하 여전히 너무 힘들고 가슴이 답답하고,연락해바,instiz
love,ESFP #청자#들아 성격 어떤 사람이 좋아?!?,쿵짝 잘 맞는 사람 ㅎㅎ,instiz
couple,#청자#들은 현애인 이 사람이랑 사귈거라고 예측했다 전혀 예측하지 못했다 111222,첫만남때 느낌옴 나 이 사람이랑 만나겠네,instiz
breakup,차단 풀어놓고 읽씹하는 건 뭘까???????그냥 프사 구경하고 싶은 건가??,더 사랑해주는 사람 만나유,instiz
love,남자들 다시 한 번 만나보고 싶은 전 연인은 어떤 사람이야??,부성애 느껴지는 여자,instiz
breakup,사내연애 헤어지고 사무적? 아님 편하게해?,사무적,instiz
love,선폭풍 VS 후폭풍,찬사람이 후폭풍이고 차인사람이 선폭풍임,instiz
love,너네 무슨 직업이랑 연애결혼 하고싶어?,석유재벌  석유재벌,instiz
breakup,모두가 아니라는 사람은 시간 지나면 잘 잊혀?,본인이 깨달아야 잘 헤어졌단 생각이 들지,instiz
love,INFJ 애인 속을 모르겠어,우와 나두,instiz
couple,연애하자마자 2키로쪘다,원래 연애하면 살쪄ㅜㅠ,instiz
love,키큰 남자 만나고싶다,나도 넌 키몇이야? 난172 힐신고도 올려다보고싶어,instiz
love,하 나도 인기 개많았는데 왜 다 쳐내고 너랑 연애하니까 을되는거같냐,ㅜㅜ 너무 좋아해서 그런가보다,instiz
love,나 애인이랑 처음 장어 머그러 가 ,아 장어 맛있는디,instiz
flirt,맨날 똑같은말 하니까 재미없다,실제로 만나봤어?! 그러면 할 얘기 훨씬 많아지던데,instiz
oneside,관심있는거랑 미친듯 짝사랑하는거랑 진짜 다른듯,와 ㅇㅈ 짝사랑은 그냥 말거는거 자체가 백번고민한 결과물임,instiz
love,연락 안올것 같은 전애인한테 4-5년만에 연락오기도 해?,ㅇㅇ 꾸준한 애 있었음,instiz
love,아 나 왜 집돌이들만 꼬이니,"내 남자친구도 극 I라서 집돌인데, 나도 I지만 난 집에만 있으면 답답해하는 스타일이라 내가 델꾸 나온다ㅎ",instiz
love,바람폈는데 헤어지는 것보다 용서하는 경우가 더 많아??,내 주변은 헤어지는게 100이었는디 걍 사람마다 다르것지,instiz
love,보통 데이트하면 코스가 어떻게 돼??ㅠㅠ,대실 아니면 영화관 아니면 만화카페,instiz
love,INFJ 좋아하면 원래 이래??,사귀는 사이야?,instiz
oneside,이루어질 수 없는 짝사랑중,꿈에서 사겨 걍,instiz
love,한살 연하도 연하로 느껴져??,웅 난 동생이 1살 차이라,instiz
love,다들 밖에서 스킨쉽 어느 정도 해?,헤어질때 안는건함 어차피 우리집 앞에서 헤어지기때문에,instiz
love,연애에도 인과응보 있나?,인과응보는 항상 존재하징 나두 갑의 연애만 계속 하다가 정말 지독한 을의 연애하고 헤어지고 3년동안 못잊음,instiz
love,전애인한테 어떻게 복수해?,신경끄는게 최고의 복수임,instiz
love,하루종일 롤을 해 근데 이제 연락도 대충 하고 뜸해,20대 초반임? 그시기에 겜 진짜 많이하긴하는데 남자들,instiz
love,잘생겼는데 인간관계 좁고 깊은 사람 별루야?,좁고 깊으면 최고 아니얌??,instiz
love,헐 남자한테 위로 2살 나이 많다고 생각해?,아무래도 연하를 더 선호하니까?,instiz
love,최대 연애기간 5개월도 못 가는 사람있니,나는 80ㅋㅋ,instiz
love,썸타는데 다른 이성이랑 단둘이 놀고 연락하는거 이해된다 111 안 된다 222,사귀는것도 아니고 썸인데 뭐 구속하는것 같아서 싫음,instiz
breakup,이별 카톡 멘트 뭐가 있을까,그냥 너도 잠수타,instiz
love,짝남이랑 사귀고 싶다ㅏㅏ으아아아ㅏㅇ악,다가갔는데 반응이없어?,instiz
breakup,잡았는데 단호한 사람도 후폭풍 오니,안왔어,instiz
oneside,나한테 관심 없는 남자 꼬셔본 #(여자)청자#있어 ??,먼저 연락하고 들이댔음,instiz
love,내가 챙겨보는 뷰튜버있는데 못생겨서 자주 보게됨,뭔데 궁금해,instiz
love,나는 전애인덕분에 인생 바꼈는데 들어볼래?,근데 진짜 자존감회복하는거 너무 힘든 것 같아나는 사내 썸붕났는데 아직도 마주칠때마다 너무 힘드네ㅜ,instiz
love,돈 잘모으는 사람 내 이상형중에 하나임,못버는데 잘모음 ,instiz
love,권태기라면서 자꾸 이별 암시하는 말들 해,해어지자고 돌려말하나보네 네가 먼저 차버려,instiz
love,잘생겼는데 내스타일 아니야ㅠㅠ오래갈수있을까?,"#화자#가 소나무 취향이면 힘들수도 , , ,",instiz
love,진짜 독기가 아니라,ㅠㅠ 너무 어렵다,instiz
breakup,천년의 이상형인데 상황 이별 하면 어떻게 될까?,남자는 여자 잊고 딴여자 찾겠지?,instiz
love,애인이랑 시간 갖는중인데 진짜 못견디겠어 어떡하지,난 그래서 시간 가지자 할 때 최대한 폰 안만지고 계속 뭔가했음하지도 않는 운동 하겠다고 헬스 일일권 끊고 운동함,instiz
oneside,내일 짝남있는 모임에서 다같이 여행가,부러워 ㅠㅠ,instiz
oneside,"짝사랑 그만할래,,,",원래 애매하게 걸쳐있는 거라도 사람의 존재가 있으면 다른 게 들어올 자리가 없더라 고생했고 잠시 멀어져봐 인연이라면 알아서 그 자리를 꿰차고 들어올거야,instiz
breakup,염탐은 언제까지해?,1년 넘었고 미련 하나도 없는데도 가아끔 봄,instiz
love,애인이랑 제주도 여행 가본 #청자#들??,난 친구들이랑 노는 것보다 더 좋았음,instiz
love,새벽에 피방가는거 왜 내가 스트레스받지ㅜ,거짓말을하고간거야??,instiz
breakup,"갑자기 스토리안읽는건 뭘깜,,,",숨김했을껄,instiz
couple,그 기념일 파티하려고 풍선을 샀는데 주소지를 잘못입력한 것에 대하여,에궁ㅠㅠㅠ 다른걸로 함 생각해보자,instiz
love,항상 둘이 술만마시면 볼뽀뽀당해,잘되기 싫은거?,instiz
couple,29살한테 썸원하자 하면 유치한가,뭐 어땨 그거 은근 진지한 질문들도 있어서 커플 사이에 대화거리도 생기고 좋아,instiz
love,이성한테 적극적으로 다가가지 못하는 사람들만 세상에 남으면 어떨 것 같아?,내가 적극적으로 바뀔듯,instiz
couple,장거리 커플인데 만나서 공부하자는 애인,시험 얼마 안 남았어?,instiz
couple,사람한테 별 관심없는 애인 만나니까 좋다,INTJ INTP?,instiz
flirt,우리 무슨사이야라고 물어본적 있는사라,나 ㅋㅋ 근데 난 단도직입적으로 말하는거 추천 그래야 관계가 확 발전됨,instiz
couple,애인이 자꾸 이쁘다 감탄하는데 하는데 너무 찔려ㅠ,난 그래서 처음부터 아예 나 화장빨이야 했었음,instiz
breakup,전애인 인스타 차단하라고 말해줘 ㅠㅠ,차단해! 보면 잊지도 못한다!!,instiz
love,심리치료받아야하나,너가 많이 힘들면 상담받아보는것도 좋지,instiz
couple,#청자#들은 이번 주말 데이트 뭐해?!,전시회보러가 ㅎ,instiz
love,20후반로 곧 넘어가는데 클쓰마스 선물 커플목도리 어땡??,ㄱㅊ은뎁,instiz
love,연인끼리 연애초에 매일 통화하는 거 과해?,상대가 좋아하면 ㄱㅊ지,instiz
love,마음정리 어떻게 해,더 좋은 사람 만나면 금방 잊어지긴 하는데,instiz
love,장거리 커플들아 애인이 하는 말 다 믿어?,그 정도는 믿어야 하지 않을까,instiz
love,하 연애하고 싶다 나 올해는 진짜 연애하고 싶거,나도 연애하고 싶다 진짜 올해는 꼭 하고 싶다,instiz
love,전애인한테 괜히 연락했어 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,몇개월 사귄겅ㄴ데?,instiz
couple,애인이 연락도 잘하구 그냥 잘하는데 날 좋아하는지 모르겠오,그렇게 불안함을 느끼게 된 계기가 있어?,instiz
love,첫연애인데 결혼생각한다면 가족들 반응 어떨것같아?,상대가 괜찮다면 굳이 딴사람 만나라고 할 필요없지 아마 결혼한다면 그렇구나 하실듯,instiz
love,원래 애인한테 서운하단 말 자주 해?,난 서운할 때 확실히 말함 대부분 거의 바로? 말하는 편 안맞는 거 같을때 서운하다하진않음,instiz
love,헤어지니까 소개팅 벌써 3번들어왔어 ㅋㅋㅋㄴ,에잉 받어~ 자존감 올리자!!,instiz
love,좋아하는 티를 안 내면 뭔 진전이 없는건 당연한거지?,그치?? 아무래도 그러는게 상대 입장에서도 좋으니까,instiz
etc,전애인 현애인 잘사는 모습 보면 어때??,개 싫어 근데 뭐 그 사람들은 나 관심도 없을텐데 내가 신경써봤자 뭐해,instiz
love,썸남이랑 대화 고민이 있어,대화코드가 안맞네,instiz
love,와 처음으로 얼굴 내 이상형인 사람이랑 썸타는데 세상이 이렇게 밝았구나,ㅋㅋㅋㅋㅋㅋㅋㅋㅋ너무웃기네,instiz
love,정말 좋아하는 사람이랑 후회할 거 알면서도 헤어져 본 사람들은 정말 후회하게 됐을 때!,더 감당하기 힘들 정도로,instiz
love,사귄지 한달만에 헤어지려는데 전화로할까 만나서할까,전화로,instiz
flirt,갑자기 썸붕,연락이 뜸해지거나 안그랬어??,instiz
love,25살인데 모든 연애가 1년 미만이면 이상해?,저도임 ㄱㅊㄱㅊ,instiz
breakup,주변에 다 연애 잘만하는데 나는 왜 이래?ㅋㅋㅋㅋㅋ,와 나도 나 내년 목표 중 하나가 한 사람 진득하게 만나는거야ㅠㅠ,instiz
love,고백거절한 사람 마음 돌릴수 있을까?,만나서 뭐하기로 했는데?,instiz
etc,헤어지고 바로 언팔 안한 #청자#들 이유가 뭐였어?,그냥 뭔가 헤어지고 내가 먼저 언팔하는 게 난 자존심 상하기도 했어 ㅋㅋㅋㅋㅋ ㅠㅠ 신경 쓰는 티 날 거 같고 시간 지나면 맞팔이여도 아무 생각도 안 드니까,instiz
oneside,종강해서 짝남 못 보는 사람들의 모임,내도 힘들다,instiz
love,어장이랑 호감 구분하는 법 조 알려주세요,상황 설명좀 해줘ㅎㅎ,instiz
love,연애하니까 다이어트 개어렵다 ㅋㅋㅋㅋ,팁 : 자주 안만나기^^,instiz
etc,반대로 남들은 다 신경쓰는데 본인은 상관 없는 이상형 조건 있어?,학벌이랑 키? 학벌은 대학 나오기만 하면 됨 고졸이면 그만큼 열심히 뭔갈 하고 살고 있다던가 하면 되고 키도 내가 작아서 그냥 160 중반이어도 상관없음,instiz
couple,MBTI 과몰입 맞는데 인프피 #(여자)화자# 엔프제 애인이랑 소름돋게 잘 맞아,맞아 전애인 잘 맞았음,instiz
couple,애인 마음이 식은건지 권태기인건지,권태기면 오히려 사소한 걸로 예민하게 안 굴 거 같은데! 너무 편해져서 쉽게 생각하거나 주변 상황이 바뀌었는데 힘들 거나?,instiz
love,슴살인데 친구들이랑 여행가는거,나라면 헤어지고 가라할거같은뎅 결국 남녀 짝수 맞춰진거자나,instiz
oneside,"와 짝남 나랑 옷취향 겹쳐,,,",자연스럽게 그 옷 나도 사려했는데 어떠냐고 재질이나 마감 물어봐 ^^~~~레츠고,instiz
love,엄마랑 애인한테 식사라이팅당했어ㅋㅋㅋㅋㅠㅠ,죽!ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 그리고 편백찜인가? 얇은고기랑 버섯 이런거,instiz
love,기억에 남고 생각나는 여자 특징 뭐야?,내 가치를 알아준 여자 남들은 몰라보고 그냥 끊어낼때 대화를 통해 해결해나갈려는 여자 배울 점이 많은 여자 어려움을 극복해봤던 여자,instiz
love,홍대 데이트코스 추천해줘!,방탈출!?,instiz
couple,애인을 정말 좋아하는데 이상하게 타인이랑 있을 때 자꾸 꼬투리를 잡게 돼,니 얼굴에 침뱉는격 만만한거지 뭐,instiz
oneside,짝남이 나 귀엽다고 여기저기 말하고 다닌대,자존심 세서 먼저 연락안할거같으면 그거보고도 반응없을듯 그냥 들이대봐,instiz
breakup,헤어지고 너무 힘들어서 정신과 다녀본사람?,은근히 그런 경우가 있대 나는 이별  집안문제로 갔어,instiz
love,데이트할 때 짧은 치마 붙는 옷 입으면 왜 싫어해?,남들이 쳐다봐서,instiz
breakup,너무 보고싶다 연락하고싶다,나도 참고있어,instiz
love,안 설레는데 잘 사귀고 있는 #청자#들 있어?,나는 그냥 누굴만나도 딱히 설렘의 감정이 없어서 사랑이라는게 꼭 설렘 하나로 정의되는건 아닌거같아,instiz
couple,애인 ISTP인데 할말이없어,나 INFP 애인 잇팁인데 내애인도 개말옶어서 나혼자 겁나함 걍,instiz
couple,어제 애인이랑 천천히 걷는데 워치에서 계속 진동 울렸어 ㅋㅋㅋㅋ,아 귀엽다ㅋㅋㅋㅋㅋㄱ큐ㅜㅠ,instiz
love,#청자#들은 애인 장점이 더 많이 보여 단점이 더 많이 보여?,나도 단점ㅋㅌ큐ㅠㅠㅠㅠ,instiz
love,ISTJ들아 너네 귀엽다는 말 얼굴보고도 해?,내 남친 잘하든데,instiz
breakup,헤어진지 8개월지났는데 아직도 생각나 어떡하지,연락 한 번도 안 해본 거야? 8개월째 생각나는 거면 근데 은은하게 생각나면 그냥 다른 사람 만나도 돼,instiz
love,옷선물 가격표 떼?,비싸면 안떼고 저렴하면 뗌,instiz
love,잇팁여자 엔프제 남자 잘 맞나? ,MBTI만 보면 ㄹㅇ 안맞을것같은뎈ㅋㅋㅋㅋㅋ,instiz
