tag,Q,A,src
question,모든게 원위치로 돌아왔다,수고했다 오늘도,fmkorea
question,씨메르 가보신분???,씨메르는 스파보다 찜방이 본체라서 시간 분배를 잘해야돼요 ㅋㅋㅋㅋ 실내는 따뜻해서 추워도 별로 상관은 없을꺼에요,fmkorea
question,소개팅 당일 약속장소 바꾸자는 건 뭐지?,ㅋㅋㅋㅋ 약속 장소 바꾸자는 처음 보는 유형이라 ㅋㅋㅋㅋ,fmkorea
question,일타스캔들 잼씀??,2화부터 볼만하던데요,fmkorea
question,방어기재를 고치는 가장 합리적인 방법이 뭘까,걍 계속 시도하시는게,fmkorea
question,종로3가쪽에 밥먹을만한곳 있음??,엄청 많지 점심 저녁 나이대 성별 등에 따라 갈림,fmkorea
question,립밤 어떤것들 바르세요?,유리아쥬,fmkorea
question,남친이나 썸남이 인스타나 페북 안하면 어떤가요?,아이디라도 만들어 놔요,fmkorea
question,종로3가 주변에 와인바 추천할만한곳 있을까요?,아 최근에 간곳있었는데 기달,fmkorea
question,전여친한테 연락 시기 언제가 좋을까요,너무이름 한달,fmkorea
question,짝녀랑 밥먹을건데 밥먹고 먹고뭐함?,카페 ㄱㄱㄱㄱㄱㄱㄱ,fmkorea
question,님들 20 30대 연애율 20프로라는거 공감함?,일단 난 80%,fmkorea
question,취준생 만남?,ㄴㄴ 취준생은 아냐,fmkorea
question,생일선물을 보낼건데요,걍 선물하셈 생일때 되면 미리 선물 필요없고 말로만이라도 밥이나 사달라고하셈,fmkorea
question,클럽 자주 가신 분 계실까요,안가봤엉,fmkorea
question,동료가 하는 이야기 신빙성이 있을까요??,설레발치면 망합니다 그냥 평소대로하세요 마주치면 인사는 꼭 하시고요,fmkorea
question,알바 사장의 아들을 호칭을 뭐라고해야함?,아드님?,fmkorea
question,지금까디 코로나 한번도 안걸리신분들 계심?,안 걸렸는데 무증상으로 패스한거 같음 아무래도,fmkorea
question,어플로 만나는 사람들  다들 돈 씀??,한번 해봤는데 딱히 돈 안써도 대화 했었음,fmkorea
question,카톡 잘되다가 갑자기 끊김,어제 말안하고 잠들어서 팍 식은듯,fmkorea
question,여자친구 친구가 자꾸 스토리에 하트 누르는데 나도 눌러달라는걸까?,ㄹㅇ 나는 아무생각없이 누르는데 그냥 아는사이면,fmkorea
question,보통 번따하면 얼마나 있다가 연락옴??,번호 주고 연락올 확률 번호 따고 답장 올 확률 반도 안된는거 같음,fmkorea
question,자기 관리 잘한다는데 어떤거임??,그거 안 하는 사람 수두루빽빽,fmkorea
question,소개팅전 연락문제 어케해요?그냥 씹으면되요?,저라면 씹고 소개팅 당일이나 전 날 저녁에 확인카톡이나 한 번 보낼거같네요,fmkorea
question,도와줘 정말 모르겠어,좀 기다려봐 그쪽도 생각이 있겠지,fmkorea
question,헤어지고 데려다줄때 어디까지??,헤어져서 슬퍼죽겠는데 왜 대려다줌 혼자가라해,fmkorea
question,환승이별 당한건가요 기다려야할까요?,걍 바람인데요 잎으로도 여친이 계속 그래도 받아줄수있으면 사귀고 아니면 헤어지세요 본인을 위해서 진심으로 나만 사랑하는 여자 만나길 바래요,fmkorea
question,전여친 친구의 친구랑 사귀는거 어떻게 생각하세요?,그냥 남이잖아,fmkorea
question,님들 여친  속터질때 어케함?,걍 포기함 사람 바꿔쓰는거 아니라고,fmkorea
question,크리스마스 이브에 여친만나는데 시그널인가요?,판 다깔려있는데 걷어차는건 본인 능력이라고 생각합니다,fmkorea
question,전여친이 오랜만에 연락했는데 이유가 뭘까요,마음 있으면 연락 하는거고 아니면 넘겨요 ㅎㅎ,fmkorea
question,취향이 확고하다눈이 높다 인가요?,본인만의 기준이 확실하다 아님 ? 뭐 외모가 됐던,fmkorea
question,이성을 만나려면 어디로?,블루케찹,fmkorea
question,남자가 헤어지자고 하는 이유,마음이 없는 거지 뭐,fmkorea
question,직장인 커플링 어디에서 사구 얼마짜리가 좋을까요?,종로인가 가야지,fmkorea
question,대구에서 결혼반지 할 만한 곳 있나요?,서울까지 와서 맞추면 더 감동하겠지,fmkorea
question,전여친 보고싶다,좀더 힘내자,fmkorea
question,여친 생일선물,에어팟 어때,fmkorea
question,소개팅 후 에프터,언제가 ㄱㅊ냐고물어보셈,fmkorea
question,내가 좋아하는사람VS날 좋아하는사람,난 둘다 포기,fmkorea
question,남녀 30초반일때 연애시 결혼 생각하는 비중 어느정도라고 생각함?,여 상  남 중,fmkorea
question,다음에 또 봐요  앗 좋아요! 이러면 된거임?ㅎㅎ,그것만으론 판단하긴 어렵지,fmkorea
question,사진에서 왼쪽이라고 하면,ㅇㅇ 보는사람 기준으로 왼쪽,fmkorea
question,에프터 약속까진 잘잡았는데 톡별로 안해도 상관없나,상관은 없죠 저는 만나기 전까지 연락 잘 안 이어가요,fmkorea
question,인스타DM  메시지안가는경우도잇음??,머보냄?,fmkorea
question,점심 데이트때 보통 뭐 드시나요?,선지국,fmkorea
question,여친어디서 만나는거임ㅠ,엥 나 서른 하나인데 소개팅 한방으로 사귐,fmkorea
question,오늘날씨에 한강에서 돗자리깔구노는거 오바인가요?,겉옷이랑 담요 필수예요,fmkorea
question,연애 상담 좀만 해드릴게요,내일 소개팅 애프터하기로 했는데 나가기가 귀찮아요 분명 소개팅땐 나쁘지 않았는데 그냥 취소할까요,fmkorea
question,고백차였다ㅠㅠ,반은 상대방 책임도 있다본다,fmkorea
question,바람난 상대방 이야기 친구들한테 하나요?,하지마세요 굳이 해서 좋을 일 없음,fmkorea
question,남자들 겨울?여친룩 뭐 좋아해?,겨울 여친룩이 머머있지?,fmkorea
question,꽃 선물 뭐가 좋을까요,목화 겨울에 귀엽고 리시안셔스나 호접란 꽃말 좋음 목화랑 섞는거 어떰?,fmkorea
question,크리스마스 당일 숙소 30 VS 당일 제외 20,여자 성향에 따라 달린거,fmkorea
question,아무리 소심한 여자여도 관심있는 남자애면 선톡한다 안한다?,한번쯤은할듯,fmkorea
question,남자도 문신한거 별로 안좋아하는데 축구선수는 간지네,김민재도 많지,fmkorea
question,보통 일하는 시간대에는 카톡텀 얼마정도인가요,출근전 한번 밥먹을때 한번 퇴근후 한번,fmkorea
question,서울에서 잘생기고 예쁜사람 제일 많이 모이는곳 어디일까요?,연남 성수 강남,fmkorea
question,공시중에 연애는 별로인가요?,할놈할 될놈될이긴 하지만 아무래도 안하는게 낫지??,fmkorea
question,안 친한데 오늘 연락해봐도 되나요?,그거 말고 뭐 방법이 있낭,fmkorea
question,소개팅을 했는데 자꾸 민망하다 하네요,그냥 부끄럼이 많은 성격인거 같음,fmkorea
question,사귄지 몇일만에 커플링했어?,돈이 없어서 못했어,fmkorea
question,부모님 결혼기념일,부모님 생신이랑 명절때만 챙기는데 결기는 안챙겨봣어,fmkorea
question,앰플은 언제 바르는거야?,스킨 앰플 로션 아님 ?,fmkorea
question,벤투정도면 잘생긴거임?,벤버지 오셨습니까,fmkorea
question,1대1 밥약속은 언제잡아야하나요?,네 종강전에 하는게 나음,fmkorea
question,다들  어떤사람이  멋지다고  생각하세요?,중심이 있어서 잘 안 흔들리는 사람?,fmkorea
question,여자친구한테 돈을 자주빌려준다면 사유를알아야할까 ?,아니 안묻고 주는게 더 이상한 일임 심지어 갚지도 않는데,fmkorea
question,여자대학후배가 셀카도 보내고 그러냐?,일단 관심있으면 연락하거 만나보고 남친유무가 중요할듯,fmkorea
question,여자친구 크리스마스 선물 뭐 준비하셨나요??,머플러말고 입생로랑쿠션이나 디올 홀리데이패키지로 나온거 선물해주는게 더 좋아할거에용 10만원초반대구요 ㅋㅋ,fmkorea
question,다들 여친 생일선물 어떻게 줬음?,챙겨줘,fmkorea
question,내 미래 아이때문에 결혼하기 싫다,딩크 생각은 없나요?,fmkorea
question,여사친으로 끝나는 경우가 많아지는거 같아요,여사친 있다는게 부럽네,fmkorea
question,남자도 카톡답장 시간 밀당해주는게 좋아?,호감있으면 걍 너 마음가는대로 해라 어줍잖게 밀당하면 더 안된다,fmkorea
question,ㅇ 고백 하면 남사친여사친 간의 관계로는 못돌아간다 봐야하나요?,ㅇㅇㅇ 힘듦,fmkorea
question,프로포즈 용품  구매해서 하려고 하는데 어떨까요?,괜찮을거같은데,fmkorea
question,전여친한테 톡 보낼거면 시험 끝나고 보내는게 맞겠지?,시험 끝나고 ㄱㄱ,fmkorea
question,싫은소리나 힘들다고할때 뭐라고 해줘야할까요,우는 표시 보내 ㅋㅋㅋㅋ,fmkorea
question,취직 떨어진 가족은 위로 어떻게 해야하냐,맛있는거 사가져가셈,fmkorea
question,권태기라는게 극복이 되는게 맞아?,그런 사람이 없진 않겠지만 권태기가 온 이유에 따라 다르지 않을까?,fmkorea
question,중요한 건 꺾이지 않는 마음,꺽이지만 않으면 본전이야,fmkorea
question,오래된 커플들은 카페가서 각자 폰함?,권태기인듯,fmkorea
question,자기야 나 얼마나 사랑해??,하늘만큼 땅만큼,fmkorea
question,소개팅 억지로 나가면 밥이라도 맛난거 먹고 오는게 답?,티안내고 맛잇게 묵고오세오,fmkorea
question,모닝콜,잘 일어나면 되겠네요,fmkorea
question,짝사랑녀 인스타 스토리가 갑자기 안올라오는데 이거머임 ㅎ,그야말로 짝녀인데 상대방이 부담가졌나,fmkorea
question,다들 환승의 기준이 뭐라고 생각함??,아직 헤어지지 않은 상태로 썸 타다가 우리 사귀자 하는 기류 흐를때 이전 사람과 헤어지고 다음사람으로 넘어가는거,fmkorea
question,여자도  내가 좋아하는 사람  나를 좋아하는 사람  인가요?,제 기준에서 말씀드리자면 저는 나를 좋아하는 사람이 더 끌립니다,fmkorea
question,님들 택시가 길 잘못들어서 요금 깍아달라 한게 죄임?,기사가 먼저 빼줘야 하는거 아닌가요?ㅋㅋ,fmkorea
question,남자분들은 우정??비슷한감정으로 손잡아줄수도있나여,변덕 혹은 끼부리기,fmkorea
question,25만원 예산으로 여자친구 3주년 선물 뭘로 해야할까요,25만원짜리 목걸이?,fmkorea
question,님들 여친 생일이나 기념일에 손편지 써줌?,손편지 필수지ㅋㅋ,fmkorea
question,인연이라는게 원래 쉽게 오지않는건가요?,자기관리론 보고 자기관리 잘하신 상태에서 여유를 가지고 시도 ㄱㄱ,fmkorea
question,7호선 라인 소개팅 애프터,건대까진 가야죠 중간에 뭐 없음,fmkorea
question,전여친 얘기는 왜 듣고 싶어하는거임?,그냥 딱히 이유없음,fmkorea
question,헌팅포차? 감성주점? 알려주실분,예의차려야 하기때문에 한복 풀셋맞추고 가야함,fmkorea
question,여친의 순위,진지하게 말씀해보세요 이러이러해서 서운하다고,fmkorea
question,만나다 보면 좋아지는 경우가 있나,여자들은 그런 경우 종종 보고 남자들은 못 봄,fmkorea
question,소개팅 전 연락 2주전에 해도됨?,2주전에 해도 상관없을듯 미리 예약할거 있으면 하고 하루이틀전에 다시 확인문자 함 하고,fmkorea
question,별로 안 좋아하는 여친 어떻게 하죠,최대한 빨리 헤어지세요 미루지마시고,fmkorea
question,이제 내년 스무살 되는 여자친구 제이에스티나 목걸이 별롱가요?,스왈롭스키는 어떤가요,fmkorea
question,부산 여행지 추천해주실 수 있나요?,부산대 쪽에 존맛 냉삼집 하나 있는데,fmkorea
question,헤어짐을 통보하고 붙잡히는거는 미련이 남아서일까?,다시잘해봐,fmkorea
question,형들 다음주에 소개 받기로 했는데 어떠캐 해야하는거임,이야기좀 하다가 자연스레 날짜 잡아봐,fmkorea
question,수험생 여자친구 사줄만한 선물 뭐가 있을까?,발받침대나 독서대 압박스타킹,fmkorea
question,애프터 답장 텀,일단 만났을때 분위기가 중요하지 않을까,fmkorea
question,여사친이 같이 여행가자는데 이거 뭐냐,그냥 해본 소리일지도 모름 ㅋㅋ 나도 여사친이나 다른 애들한테도 여행가자는 얘기 자주해서,fmkorea
question,카톡할때 흐름이 예상대로?가 있는걸까요,사람 성향차이도 있지않을까싶음,fmkorea
question,인스타 디엠 캡쳐 알림감?,사진있으면 갈걸,fmkorea
question,"강남,잠실 쪽에 누울 수 있거나 좀 편하게 쉴 수 있는 의자 있는 카페 추천점",안마의자 카페 같은곳 어뗘,fmkorea
question,형님들 8월에 원래 풀빌라 이런거 다 마감되어있나요??,아직 안 열린거 아님??,fmkorea
question,왜 뭔가 공허함 후회가 없지?,번아웃 온거 아님? 좀 위험한거 같은데 여행이라도 다녀오세요,fmkorea
question,걍 어느순간부터 연락 뜸해지면 놓는게 맞지?,ㅇㅇ 다른 좋은 사람 찾았을수도,fmkorea
question,어른들이 잘생겻다 그러면 잘생긴거임?,적어도 어른들도 못생겼다 하는것보단 나음,fmkorea
question,주말 안만나는날 연인이 뭐하는지 말하나요?,네 저는 말 해용,fmkorea
question,꽃선물,안주는거보단 낫습니다,fmkorea
question,강남 주말에 갈만한 맛집 추천좀영,종목은?,fmkorea
question,여사친 남사친이 필요한 이유,미래 애인 후보이기 때문,fmkorea
question,친한 동생 진짜 간발의 차로 사고 면함,다행이다 진짜,fmkorea
question,소개팅 늦은사람에게 장난쳐도될까요?,적당한 선이면 괜찮을듯,fmkorea
question,후 짝녀랑 점점 가까워 진다고 긍정적으로 생각 중,긍정적인데요,fmkorea
question,자세  교정 하면 키 얼마나 크나요?,거북목이 얼마나 심했느냐에 따라 다르지,fmkorea
question,남친 유무 물어볼 때 돌직구 VS 떠보기,돌직구,fmkorea
question,연락 잘 하다가 안읽씹 하는 이유?,친구이상으로 관심은 없는거지뭐,fmkorea
question,여친 1년 선물 애플워치 SE2 어떰??,애플은 언제나 잘먹힘ㅇㅇ,fmkorea
question,카톡으로 일상 보고 VS 그냥 자연스러운 대화,1번 2번을 같이 해도 되겠구만,fmkorea
question,식사를 대접해야 할것 같은데 뭘로 대접을 할지 고민됨,어디 손님 접대할땐 한정식이 제일~~~ 무난함,fmkorea
question,시차 8시간 장거리 연애 가능?,쉽지는 않겠다,fmkorea
question,님들 돈안나가는 데이트 뭐가 있나요,PARK,fmkorea
question,약간 호감가는 사람이랑 둘이서 보기로 했는데 작은 선물 줘도 될까?,약속 때 직접 만나서 하나 주는 거면 ㄱ,fmkorea
question,연애스타일이 친구같은 연애라는 사람 접근하는법?,친해지고 많이 만나보는게,fmkorea
question,크리스마스 선물?,스카프,fmkorea
question,썸이라고 볼 수 있을까??,카톡을 공개하면 판단가능,fmkorea
question,여자친구가 있어도 외로워요,평소랑 다른 데이트라도 한 번 해보세여,fmkorea
question,클쓰마쓰 안부 주고 받다가 갑자기 약속 생겼네유,그래서 님은 어떤데요ㅋ,fmkorea
question,나이차이가 꽤 있으면 선물 어떤걸 하는게 좋을까요?,가격대 얼마정도 원하심,fmkorea
question,형님들 감기몸살약 추천좀요 ㅠㅠ,생강쌍화차,fmkorea
question,전여친에게 전화해도 되는건지,하지마세요,fmkorea
question,남사친 여사친 즉석사진 같이 찍을 수 있죠?,님이 애인임? 아님 남사친임?,fmkorea
question,진짜 애인을 어디서 만나나 신기하네,인연은 예상치 못한 곳에서 생기더라공 님도 인연이 있을거임!,fmkorea
question,카카오톡 프사눌렀는데 카카오스토리 안뜨는거 뭔지 아시는분,카스 안해서,fmkorea
question,전여친 붙잡음,전 그저 부럽습니다,fmkorea
question,가다실에 대한 남자들 생각?,그게 뭐에영 ?,fmkorea
question,도대체 커플이 어떻게 성립하는거야?,내가 좋아하는 누군가를 세련된 방식으로 풀어서 나를 좋아하게 만드는 것 : 연애,fmkorea
question,이브날 케이크 살려면 예약해놔야댐?,양산형말고 주문형 케이크면 당일날 사도 되지만  어지간한덴 마감 끝남,fmkorea
question,프로필차단까지는 왜 하는거야?,완전히 단절하고 싶어서?,fmkorea
question,주말 광화문 데이트 어떤가요,차만 안가져가먄 갠찬지않을까,fmkorea
question,사진 찍기 싫어하는 여친 저만이라도 찍어도 될까요?,혼자찍음 되죠,fmkorea
question,여자친구 부모님 설선물좀 봐주세요 ㅠ,결혼 하는 거 아님 굳이??,fmkorea
question,겨울 에버랜드 가보신분,롯데월드 다녀왔는데 야외에서 줄 기다릴 때 군대 혹한기만큼 추웠네요,fmkorea
question,소개팅 첨인데 계산은 어찌 하나요?,직접 말을 하세요?,fmkorea
question,연애초기인데 할 카톡이 없네,연애초기때는 내가 무슨 옷을 입었으며 오늘 뭘 먹었으며 오늘 날씨가 어떠며 오늘 누가 뭔 말을했다 이런 말한다고 바쁘지않음?,fmkorea
question,여자친구한테 살 빼면 좋을거 같다고 어떻게 말할까요,같이 하셈,fmkorea
question,생각보다 까인 내상이 컸나봄,마저 가끔 꿈에 스트레스 엄청 받는 상황 한번 더 나올때 있음,fmkorea
question,완전 속세랑 동떨어진 독채 펜션 같은거 이쓸까요,계속 거주하실거아니라면 절에 잠시 들어가는걸 추천합니다,fmkorea
question,짝사랑하다 포기했던 여사친을 다시 좋아하는게 맞는걸까,머 이미 답 정하고 글 쓴거 같은데 맘 가는대로 해보자,fmkorea
question,8살차이는 포기해야것지?,상대는 호감 있다고 함?,fmkorea
question,결혼 어어엄청 일찍 하신분 있나요?,돈과 직업만 있으면 뭔들,fmkorea
question,7년 사귄 전여친 생일에 연락해볼까요?,남자친구있는데 ㄴㄴ,fmkorea
question,내가 좋아하는 만큼 상대는 나를 좋아하지 않을 때?,포기해요,fmkorea
question,홍대 근처 맛집 추천 가능할까요??,분위기 필요없으면곱창 좋아함? 합정 구공탄 게 맛있음,fmkorea
question,이성볼때 가장 중요한게 뭐라고 생각함?,말이 통하는가,fmkorea
question,선물 선택 고민중,상대한테 물어보고 받고싶다는 거 주죠,fmkorea
question,연인이랑 점집가본사람있나?,알아서 해줌 그분들은 전문가임,fmkorea
question,선톡도 중요한가,선톡 시간대가 중요한듯,fmkorea
question,친구여친의 친동생 소개 받아보신 분?,절대 안 해줌,fmkorea
question,첫만남인데 꼭 차 끌고가야 할까?,ㄴ 차댈곳없음 그거땜에 더 스트레스임 그냥 지하철 ㄱ,fmkorea
question,내가 찍어준 사진 인스타 피드에 올리는 경우는 뭐임?,걍 잘나온 사진,fmkorea
question,ㅇ 단타 자주 연애 VS 장기 연애 몇번,갠적으론 후자,fmkorea
question,근데 카톡캘린더 서로 친구일때만 생일뜨나?,보이게 안 보이게 설정 가능해요,fmkorea
question,성격 고치는법,주변에 그런사람이랑 친해지세용 친한사람들 성격 닮아가는게 있던데,fmkorea
question,애프터 때 썸녀가 영화제안한거면 그린라이트?,아부럽다,fmkorea
question,헤어진 전여친이 자꾸 전화기록에 뜸;,초기화 ㄱ?,fmkorea
question,여친 1주일에 몇번 보나요?,최소 3번 여친집이랑 저랑 도보 15분거리,fmkorea
question,증명사진 VS 프로필사진 뭐 찍을까,프로필,fmkorea
question,사회초년생 축의금,5만이 나을듯,fmkorea
question,방탈출 테마 추천 부탁드려요,건대에 디어 마르시 평 좋더라구요,fmkorea
question,소개팅 이후 반응이 전부 좋질않네요ㅜㅜ,이미 초면에 답은 정해져있다죠ㅠ,fmkorea
question,아 소개팅 끝나고 본의아니네 읽씹 해버렸네요,그렇게 얘기해,fmkorea
question,날 좋아하는 사람이 있는데 걸리는게 있음,말할때 기계처럼 얘기한단소리임??,fmkorea
question,이따 여친 만나는데 음식 추천좀,마라탕,fmkorea
question,인스타 디엠으로 말 걸고 카톡 친추해서 얘기하자는건 뭘까요?,신천지,fmkorea
question,가족이랑 싸우고 삐진건 대체 나더러 어쩌라는건지,만나서 놀아줘야되나,fmkorea
question,남자 셋이서 도란도란 얘기할 곳 없나요?,룸술집?,fmkorea
question,이건별로 관심없는 거겠지?,그냥 마음 비우면서 연락 편하게 하시면 됩니다,fmkorea
question,초면에 대학교 어딘지 물어보는게 실롄가요?,혹시 대학 컴플렉스 있을까봐 과만 물어봄,fmkorea
question,개인적으로는 초속 5CM 보고나서 후유증이 심했었음,그거 보고 첫사랑 여운  ㅋㅋㅋㅋ,fmkorea
question,보통 고백하기까지 기간 어떻게 될까?,난 한 한달 연락하고 고백받은듯,fmkorea
question,썸녀? 아는동생?,님 그분 좋아함?,fmkorea
question,혼자서 서울 갈만한곳좀,서울왔으면 롯데타워 꼭 가셈ㅇㅇ,fmkorea
question,여의도불꽃축제가시는 분들 내일 10도 정도 될까요?,추울듯?,fmkorea
question,동거하면 집값은 어케 하나요?,다 다르죠,fmkorea
question,예~전썸녀랑 현썸녀가 친구라서 차였음,그냥  다음 상대 찾아보자,fmkorea
question,미안하다고해도 끝나지않는 싸움,강하게 말해보세요,fmkorea
question,동성이나 이성친구에게 발바닥 크기 재보나요?,아뇨 여친하고 밖에 안해봄,fmkorea
question,빼빼로 포키VS롯데,상관없,fmkorea
question,ㅇ 짝녀가 카톡으로 존댓말함 ,나도 가끔 연하한테 그렇게 보냄 그냥 반말로 보내면 딱딱해 보일때 ㅋㅋㅋㅋㅋ,fmkorea
question,시간을 갖자는말,넵 헤어지자 라고 말 안한다 한들 마음의 준비는 하셔야 할 것 같습니다,fmkorea
question,소개팅 태어나서 단한번도 안해봄,안한거임 못한거임?,fmkorea
question,서울 데이트코스짜기 힘드네요,이태원 좋아요,fmkorea
question,진지하게 연애문제 때문에 대학원 휴학 고민중입니다,현재 연애할 대상이 있는거임???,fmkorea
question,썸녀가 아직 화난걸까요 ?,태도 바꿔야할듯 그런태도는 상대방이 별로 안좋아할듯 님도 잘 아니깐 이번에 잘되면 고치시고 잘안되면 뭐 이번계기로 고치면됨 파이팅!,fmkorea
question,렌즈 끼는 사람들 있음?,엥 렌즈끼는게 무섭고 소름돋을 일인가요?,fmkorea
question,여친 크리스마스 선물,여친 쓰는 색상 알아보고 샤넬이나 생로랑 틴트 정도 어떨까요??,fmkorea
question,네이버클라우드 조심해야겠다,그런게있나?,fmkorea
question,여자친구 생일 선물로 장갑은 어떰?,폴로나 어그 장갑 귀여움,fmkorea
question,가습기 틀고 수면양말 신고 자야지,전남친 어머니 감사합니다,fmkorea
question,연락 잘 하다가 뚝 끊김,짝녀임? 왜 연락에 신경씀,fmkorea
question,썸은아닌데 최근에 연락처 주고받은 여자가있어요,나가리라봅니다,fmkorea
question,프로포즈용 목걸이나 반지 브랜드 추천좀,다이아 넣으실거에요?,fmkorea
question,고백은 만나서 해야지  이것도 옛말임?,요즘은 너드남이유행이라고 하더라고,fmkorea
question,20~30대 연애하는 사람 비율이 어떻게 될까요?,주변엔 40~50%,fmkorea
question,100일선물 커플링 추천,5~10만원이면 너무 적게쓰는데,fmkorea
question,대학생 커플 크리스마스 데이트 질문,각자 집에서 부모님이랑 시간 보내기 ㅋ,fmkorea
question,이경우에는 여친의 남사친 인정함,여친의 남사친이 남친이랑 친구면 확실히 좀 별 문제없는 경우가 많은것같아,fmkorea
question,"크리스마스 선물 이야기하고 선물, 그냥 선물",난전자,fmkorea
question,전전여침 그리움,누가 그 뒤치기 하는 그림 올려드려라,fmkorea
question,21살 여자 생일선물 추천좀 해주십쇼,실버 목걸이,fmkorea
question,"모바일 청첩장 보낼때요,",꼭 왔으면 하는데 시간관계상 못본 사람들은 기프티콘이라도 함께,fmkorea
question,남자들 보통은 안경 벗은게 더 낫죠?,넹 거의 90퍼는,fmkorea
question,진지하게 여친 카풀 어떻게 생각하시나요?,아무래도 찝찝하지 여친 믿을 수 밖에,fmkorea
question,썸녀 곧 생일인데 선물 줘야해요?,썸녀면 생일선물주면서 고백,fmkorea
question,크리스마스때 선물,보통 서로하지,fmkorea
question,짝녀한테 이미지 어떻게 바꾸죠?,일 관두고 텀을 둔 후에 따로 연락,fmkorea
question,집안 수준차이 많이나면 어떨 거 같음?,둘이 좋으면 끝,fmkorea
question,싫어하는 남사친한테 청첩장보내는걸 어떻게 생각해야 할까요,원래 같이 노는무리인데 걔만빼고 청첩장주기 좀 그래서일수도 있죠,fmkorea
question,데이트통장쓰시는분있나여,카카오 모임통장쓰면 입출금내역 둘다볼수있음용,fmkorea
question,맘에 드는 사람한테 연락,뭐해?,fmkorea
question,여친이 커플티 안내는 이유는 멀까,안전한 학교생활,fmkorea
question,천안 청주 대전,바닷가ㄱㄱ,fmkorea
question,결정사 환불,여기다 말고 전화해서 물어보는게 백배 더 빠르실듯,fmkorea
question,하 콩깍지 너무 제대로 씌여버렸는데 어떻게하면 좋냐,이거 안벗겨집니다 ㅋㅋㅋㅋㅋ,fmkorea
question,축가 부탁 받았는데 정장입어야하나?,아무래도 정장이 무난하지,fmkorea
question,그냥 친구로만 지내야하나?,여자가 그렇게 까지 적극적인데 님하는거에 따라서 얼마든지 가능성있었음,fmkorea
question,체육관 다니려는데 전여친 다니는 곳이면 포기해야하나,그냥 다녀,fmkorea
question,조언좀 ISFP여자 전화 별로 안좋아하나?,내 여친 잇프피인데 전화 귀신임 안 하면 죽이려고 함,fmkorea
question,너 진짜 나한테 관심없어? 의 뜻은 뭔가요,떠보는듯,fmkorea
question,여자친구가 두드러기랑 알러지가 있는데 영양제 추천 부탁드립니다ㅜ,두드러기엔 유산균이 좋대요 녹차도,fmkorea
question,여자한테 좋다고 할때 어느 선까지가 여자한테 무해한거야?,계속 해서 그 분이 부담스러우면 자연스럽게 멀어지겠죠?,fmkorea
question,성형은 얼마쯤 드는지,병원마다 다릅니다,fmkorea
question,내가 호텔 예약했으면 이건 너가 내라고 생색내도 됨?,내야죠,fmkorea
question,남자친구한테 생일선물 뭐 달라고 해야 할까요 ?,애플워치 ?,fmkorea
question,여친과 운동 같이 해보신분? ,헬스같이하는중,fmkorea
question,소개팅녀 다음주 금요일 만나서 고백예정,몇번 만나봄??,fmkorea
question,하아 편의점 갔다온거 연락안했다고 화내는게 맞나,여친이어린가요,fmkorea
question,님들같으면 선 넘은것 같다고 미안하다고 말함?,얼마나 넘었는지에 따라 다를듯??,fmkorea
question,호텔 페이토,그 삼성역 코엑스 앞에 있는곳 맞음??,fmkorea
question,휘발성 관계를 지속적으로 이어가려면 어떻게 해야할까요?,ㄴㄴ 원래 그런 관계들은 당연히 현생에서 만나는 관계들이 있으면 소홀해질 수 밖에 없는 거에오ㅛ,fmkorea
question,어장 하는거 같은 여사친이 부르는데 나가야 됨?,어장은 좀 오버 같고 심심하면 나가 놀아,fmkorea
question,경기도에 야경 이쁜곳 있을까욤?,광교산 정상,fmkorea
question,여자랑 대화 주제?,카톡으로 얘기하면서 지나갔던 얘기 한번 더 하고 저는 보통 웃길라고 광대짓으로 시작해여,fmkorea
question,여친 비공개 계정 신경쓰이는데 과한걸까,부계정으로 차단해둔거라면 나라도 좀 그럴듯,fmkorea
question,코로나 재감염된 흰님들 있나?,ㅇㅇ 연타인사람도있음,fmkorea
question,크리스마스 예약 보통 누가 함?,대부분 남자가 예약하지않나,fmkorea
question,여자가 못생긴 남자한테 잘생겼다고도 함?,장난친다고 안 잘생긴 남자애한테 잘생겼다고는 자주 해봄,fmkorea
question,내 진로를 모르겠다,저도 딱히 목표 없었는데 이거 하나는 가지고 공부했어요 학점이라도 챙기고 나중에 가고 싶은 곳 생길 때 서류 넣을 자격이라도 만들자,fmkorea
question,여친이랑 비대면으로 할만한거 있을까요??,비대면 술,fmkorea
question,부모님은 소개팅어플을 계속 추천하시네요,하기싫으면 하지마세요,fmkorea
question,갑분싸 대처 어케하죠,ㅎㅎ 무슨드립인지 궁금하다,fmkorea
question,남자는 약한거티내면 안된다ㅜ,그래더 가끔은 아프다고 찡찡거리고 싶어,fmkorea
question,좋아하는 선생님있는데 사귈려면 어떻게할까요,몇살임?,fmkorea
question,애인네 집에 설 선물 오바인가요,조금 이른 감은 있네요 추석을 노리심이? 아니면 근본 있게 단오,fmkorea
question,27살 모솔 취직햇슴다,취직 추카추카,fmkorea
question,편지지 안접어도 되는 편지지 있을까요?,두루마리 편지지 같은건 어때요?,fmkorea
question,보통 전애인 차단이나 사진 삭제 언제함?,한달쯤 지나고나서야 좀 안정되는거같아서 싹다지움,fmkorea
question,진짜 자만추는 어릴때 해야하는거같은데 맞음?,근데 대학 졸업하면 어디서 자연스럽게 만나야되는지 의문이긴함 ㅋㅋ,fmkorea
